Id,Nombre,Género,Edad,Promedio_Notas,Asistencia_Clases_pct,TP_Entregados_pct,Trabaja,Tipo_Educacion,Año_Cursado,Materias_Aprobadas_Promedio,Demora_Traslado_min,Nivel_Asistencia,Regular,Indice_Compromiso,Categoria_Riesgo
1441,Luisa Vega,Femenino,20,4.41,55.3,99.2,Sí,Privada,3,3,76,Baja,No,7.72,Alto riesgo
1442,Jimena Castro,Femenino,20,8.96,54.1,94.7,Sí,Pública,3,2,116,Baja,No,7.44,Sin riesgo
1443,Camila Navarro,Femenino,18,5.53,50.1,83.0,No,Pública,6,4,61,Baja,No,6.65,Alto riesgo
1444,Aldana Ramos,No informado,29,6.84,71.6,46.3,Sí,Pública,1,0,10,Baja,No,5.9,Riesgo moderado
1445,Felipe Muñoz,Masculino,25,4.26,75.2,54.4,No,Pública,3,4,50,Alta,No,6.48,Riesgo moderado
1446,Agustín Ramos,Masculino,19,8.2,81.9,51.2,No,Pública,2,1,29,Alta,No,6.66,Sin riesgo
1447,Javier García,Masculino,20,5.98,64.8,61.3,No,Pública,1,0,102,Baja,No,6.3,Alto riesgo
1448,Florencia Rodríguez,Femenino,25,8.47,85.5,54.1,No,Pública,3,4,13,Alta,No,6.98,Sin riesgo
1449,Juan Pérez,Masculino,25,6.47,58.5,100.0,No,Privada,5,4,68,Baja,No,7.92,Riesgo moderado
1450,Clara Cabrera,Femenino,28,5.17,91.6,45.5,No,Pública,1,5,104,Alta,No,6.86,Sin riesgo
1451,Pablo Vega,Masculino,18,7.08,78.6,59.1,Sí,Privada,1,3,35,Alta,No,6.88,Sin riesgo
1452,Juan Herrera,Masculino,21,4.78,79.2,80.6,Sí,Pública,2,3,23,Alta,Sí,7.99,Riesgo moderado
1453,Valentina García,Femenino,22,6.64,60.5,96.9,No,Pública,2,4,117,Baja,No,7.87,Riesgo moderado
1454,Romina Pérez,Femenino,23,5.9,53.7,12.5,Sí,Privada,2,2,69,Baja,No,3.31,Alto riesgo
1455,Clara Martínez,Femenino,22,9.47,73.2,85.1,No,Privada,1,0,92,Baja,No,7.92,Sin riesgo
1456,Juan Sánchez,Masculino,24,4.37,80.8,30.6,No,Pública,5,1,102,Alta,No,5.57,Sin riesgo
1457,Martín Ortega,Masculino,19,8.16,54.8,59.8,No,Privada,5,1,21,Baja,No,5.73,Sin riesgo
1458,Sofía Flores,Femenino,24,5.1,97.5,40.9,No,Privada,4,2,38,Alta,No,6.92,Sin riesgo
1459,Elena Rodríguez,Femenino,18,5.91,99.0,43.3,Sí,Pública,1,6,103,Alta,No,7.12,Sin riesgo
1460,Marcos Vargas,Masculino,24,6.49,77.3,56.9,No,Pública,1,5,40,Alta,No,6.71,Riesgo moderado
1461,Carolina Martínez,No informado,18,9.45,97.5,81.4,No,Pública,3,6,17,Alta,Sí,8.94,Sin riesgo
1462,Agustina Morales,Femenino,24,5.46,59.0,94.4,No,Pública,2,6,63,Baja,No,7.67,Alto riesgo
1463,Javier Navarro,Masculino,22,4.55,51.3,97.5,No,Pública,4,3,93,Baja,No,7.44,Alto riesgo
1464,Daniela Rodríguez,Femenino,24,5.91,52.0,41.6,No,Privada,6,1,80,Baja,No,4.68,Alto riesgo
1465,Gabriel Pérez,Masculino,18,4.63,79.4,99.4,Sí,Pública,4,3,25,Alta,Sí,8.94,Riesgo moderado
1466,Beatriz Álvarez,Femenino,20,0.0,53.1,59.3,Sí,Pública,1,5,105,Baja,No,5.62,Alto riesgo
1467,Javier Jiménez,Masculino,21,0.0,97.9,90.6,Sí,Pública,2,3,114,Alta,Sí,9.43,Sin riesgo
1468,Luisa Álvarez,Femenino,30,4.37,57.1,50.8,No,Pública,2,3,106,Baja,No,5.4,Alto riesgo
1469,Beatriz Medina,Femenino,29,4.19,65.2,26.7,Sí,Privada,5,1,69,Baja,No,4.6,Alto riesgo
1470,Clara Gómez,Femenino,19,8.29,91.1,62.7,Sí,Pública,4,3,116,Alta,No,7.69,Sin riesgo
1471,Jimena Pérez,Femenino,19,0.0,60.9,91.5,Sí,Pública,5,2,10,Baja,No,7.62,Alto riesgo
1472,Ana Torres,Femenino,18,4.75,62.1,53.2,No,Pública,4,2,113,Baja,No,5.76,Alto riesgo
1473,Luciana Torres,Femenino,22,5.52,82.1,49.2,No,Privada,1,5,113,Alta,No,6.56,Sin riesgo
1474,Bruno Torres,Masculino,21,7.85,6.6,94.6,Sí,Pública,1,0,15,Baja,No,5.06,Sin riesgo
1475,Eduardo Molina,Masculino,28,5.65,60.9,96.3,No,Privada,3,6,84,Baja,No,7.86,Alto riesgo
1476,Carlos Aguilar,Masculino,27,0.0,62.7,40.8,No,Pública,4,0,26,Baja,No,5.18,Alto riesgo
1477,Aldana Castro,Femenino,19,4.73,74.5,83.6,Sí,Privada,4,6,114,Baja,No,7.9,Riesgo moderado
1478,Verónica Vargas,Femenino,20,7.53,98.3,58.6,Sí,Pública,2,3,15,Alta,No,7.85,Sin riesgo
1479,Pablo Martínez,Masculino,24,5.9,91.6,62.5,No,Pública,2,4,41,Alta,No,7.7,Sin riesgo
1480,Brenda Romero,Femenino,24,7.76,64.2,68.1,Sí,Privada,5,1,30,Baja,No,6.62,Sin riesgo
1481,Martina Aguilar,Femenino,29,8.85,68.2,65.6,Sí,Pública,3,4,61,Baja,No,6.69,Sin riesgo
1482,Natalia Vega,Femenino,21,7.67,73.2,70.9,No,Privada,1,5,30,Baja,No,7.21,Sin riesgo
1483,Miguel Flores,Masculino,22,5.77,98.9,74.9,No,Pública,4,1,110,Alta,Sí,8.69,Sin riesgo
1484,Marcos Vega,Masculino,22,5.53,58.6,67.9,No,Pública,5,1,25,Baja,No,6.32,Alto riesgo
1485,Nicolás Vargas,Masculino,18,5.96,67.9,82.1,No,Privada,3,2,61,Baja,No,7.5,Alto riesgo
1486,Diego Molina,Masculino,26,4.99,86.5,83.1,No,Pública,2,1,30,Alta,Sí,8.48,Sin riesgo
1487,Clara Pérez,Femenino,19,5.09,98.2,66.4,Sí,Pública,3,1,19,Alta,No,8.23,Sin riesgo
1488,Agustín Sánchez,Masculino,22,8.74,57.8,48.5,Sí,Privada,5,4,107,Baja,No,5.32,Sin riesgo
1489,Andrés Morales,Masculino,29,6.31,61.4,78.4,No,Pública,1,1,67,Baja,No,6.99,Riesgo moderado
1490,Sebastián Morales,Masculino,20,6.62,61.3,86.4,No,Pública,2,4,39,Baja,No,7.38,Riesgo moderado
1491,Bruno Medina,Masculino,21,7.56,51.0,78.3,No,Privada,6,5,15,Baja,No,6.47,Sin riesgo
1492,Bruno Herrera,Masculino,27,7.54,80.2,75.3,Sí,Pública,2,4,77,Alta,Sí,7.78,Sin riesgo
1493,Isabel Suárez,Femenino,23,4.4,11.4,53.8,Sí,Pública,1,1,110,Baja,No,3.26,Alto riesgo
1494,Carlos Díaz,Masculino,29,8.99,80.1,78.7,Sí,Privada,2,3,91,Alta,Sí,7.94,Sin riesgo
1495,Martina Rivera,Femenino,25,5.06,53.6,60.1,No,Privada,5,2,72,Baja,No,5.68,Alto riesgo
1496,María Muñoz,No informado,18,8.34,53.5,95.2,Sí,Pública,2,2,98,Baja,No,7.44,Sin riesgo
1497,Agustín Ortega,Masculino,27,8.64,60.5,79.2,No,Pública,1,2,96,Baja,No,6.98,Sin riesgo
1498,Camila Morales,Femenino,25,8.29,64.5,56.7,No,Pública,3,6,93,Baja,No,6.06,Sin riesgo
1499,Eduardo Vargas,Masculino,28,7.47,89.3,68.4,Sí,Pública,5,4,90,Alta,No,7.88,Sin riesgo
1500,Emilio Rodríguez,Masculino,24,4.09,58.0,90.8,Sí,Pública,1,1,93,Baja,No,7.44,Alto riesgo
1501,Agustín Flores,Masculino,18,6.16,52.2,60.1,No,Pública,5,3,120,Baja,No,5.62,Riesgo moderado
1502,Diana Morales,Femenino,19,7.63,69.7,71.5,Sí,Pública,4,2,94,Baja,No,7.06,Sin riesgo
1503,Julia Medina,Femenino,20,6.32,70.8,80.8,Sí,Pública,2,6,54,Baja,No,7.58,Riesgo moderado
1504,Natalia Herrera,Femenino,18,9.18,72.5,85.3,Sí,Pública,2,6,33,Baja,No,7.89,Sin riesgo
1505,Ana Pérez,Femenino,26,5.85,91.3,50.4,No,Pública,6,2,114,Alta,No,7.08,Sin riesgo
1506,Julia González,Femenino,25,5.76,54.9,73.9,No,Pública,5,2,68,Baja,No,6.44,Alto riesgo
1507,Ana Díaz,No informado,19,5.6,85.2,94.7,Sí,Privada,2,4,45,Alta,Sí,9.0,Sin riesgo
1508,Valentina Ramírez,Femenino,30,6.0,66.9,98.1,No,Privada,2,3,100,Baja,No,8.25,Riesgo moderado
1509,Valentín Álvarez,Masculino,26,7.34,65.5,79.4,No,Pública,4,1,30,Baja,No,7.24,Sin riesgo
1510,Diana Gómez,Femenino,24,8.24,96.6,99.0,No,Pública,1,4,32,Alta,Sí,9.78,Sin riesgo
1511,Juan Navarro,Masculino,26,7.98,62.4,74.2,Sí,Privada,6,2,88,Baja,No,6.83,Sin riesgo
1512,Gabriela Torres,Femenino,23,8.85,82.1,66.6,No,Pública,6,4,52,Alta,No,7.44,Sin riesgo
1513,Carla Ortega,Femenino,24,9.32,63.8,73.1,No,Pública,6,2,70,Baja,No,6.84,Sin riesgo
1514,César Ramírez,Masculino,28,8.9,75.4,46.9,No,Pública,3,4,27,Alta,No,6.12,Sin riesgo
1515,Javier Cabrera,Masculino,21,4.11,89.3,64.1,No,Pública,5,4,43,Alta,No,7.67,Sin riesgo
1516,Verónica Navarro,Femenino,27,8.42,94.1,67.5,No,Pública,1,3,73,Alta,No,8.08,Sin riesgo
1517,Florencia Cabrera,Femenino,27,5.25,91.9,90.9,No,Privada,3,4,25,Alta,Sí,9.14,Sin riesgo
1518,Paula Medina,Femenino,30,4.8,79.1,85.5,No,Pública,1,3,90,Alta,Sí,8.23,Riesgo moderado
1519,Gabriel Muñoz,Masculino,30,7.83,62.4,76.1,No,Pública,5,1,53,Baja,No,6.92,Sin riesgo
1520,Emilio Navarro,Masculino,19,5.92,83.1,60.8,No,Pública,6,1,79,Alta,No,7.19,Sin riesgo
1521,Valeria Álvarez,Femenino,24,4.34,85.5,51.2,Sí,Pública,1,1,98,Alta,No,6.83,Sin riesgo
1522,Brenda Martínez,Femenino,22,4.83,50.5,60.9,Sí,Privada,1,0,96,Baja,No,5.57,Alto riesgo
1523,Carlos Flores,Masculino,28,4.01,72.0,80.8,No,Pública,4,4,40,Baja,No,7.64,Riesgo moderado
1524,Carolina Molina,Femenino,23,9.42,92.2,55.8,No,Pública,1,2,85,Alta,No,7.4,Sin riesgo
1525,Felipe Sánchez,Masculino,19,4.15,74.5,65.6,No,Pública,5,1,89,Baja,No,7.0,Riesgo moderado
1526,Bruno Martínez,Masculino,22,0.0,65.6,63.2,No,Privada,2,5,41,Baja,No,6.44,Alto riesgo
1527,Andrés Muñoz,Masculino,27,6.5,93.6,85.9,Sí,Pública,2,4,104,Alta,Sí,8.98,Sin riesgo
1528,Emilio Gómez,Masculino,21,0.0,57.8,93.0,No,Privada,4,3,93,Baja,No,7.54,Alto riesgo
1529,Ignacio Gómez,Masculino,26,9.47,60.3,82.0,Sí,Pública,1,1,92,Baja,No,7.12,Sin riesgo
1530,María Díaz,Femenino,23,4.24,84.4,60.5,No,Pública,2,1,98,Alta,No,7.24,Sin riesgo
1531,Sebastián García,Masculino,19,7.07,67.6,66.0,No,Pública,1,3,46,Baja,No,6.68,Sin riesgo
1532,Lucas Álvarez,Masculino,18,8.08,85.7,48.6,Sí,Pública,5,5,66,Alta,No,6.72,Sin riesgo
1533,Clara Ramos,Femenino,22,0.0,57.9,50.1,Sí,Pública,4,1,103,Baja,No,5.4,Alto riesgo
1534,Natalia Castro,Femenino,26,7.72,62.6,49.9,Sí,Privada,3,3,89,Baja,No,5.62,Sin riesgo
1535,Jimena Pérez,Femenino,23,8.82,57.8,47.8,Sí,Privada,4,6,10,Baja,No,5.28,Sin riesgo
1536,Valeria Navarro,Femenino,27,4.5,97.6,50.8,No,Pública,3,4,89,Alta,No,7.42,Sin riesgo
1537,Javier García,Masculino,29,6.32,70.3,52.2,Sí,Privada,2,3,12,Baja,No,6.12,Riesgo moderado
1538,Ana Pérez,Femenino,24,6.24,66.9,100.0,Sí,Privada,6,4,73,Baja,No,8.35,Riesgo moderado
1539,César Ramírez,Masculino,22,9.32,50.7,78.4,Sí,Privada,3,5,44,Baja,No,6.46,Sin riesgo
1540,Sebastián Sánchez,Masculino,27,4.91,57.7,40.0,No,Privada,6,4,14,Baja,No,4.88,Alto riesgo
1541,Romina Morales,Femenino,23,4.91,71.1,92.8,Sí,Pública,1,5,35,Baja,No,8.19,Riesgo moderado
1542,César Molina,Masculino,22,5.97,53.4,42.7,Sí,Pública,6,3,34,Baja,No,4.8,Alto riesgo
1543,Miguel Suárez,Masculino,23,4.33,75.5,65.4,No,Pública,3,5,55,Alta,No,7.04,Riesgo moderado
1544,Santiago Pérez,Masculino,26,5.09,72.8,91.6,Sí,Pública,2,6,89,Baja,No,8.22,Riesgo moderado
1545,Hernán Torres,Masculino,23,9.79,88.4,48.1,Sí,Privada,2,3,40,Alta,No,6.82,Sin riesgo
1546,Valentina Ortega,Femenino,28,6.57,83.0,90.9,No,Pública,4,4,65,Alta,Sí,8.7,Sin riesgo
1547,Laura Vega,Femenino,25,7.79,72.3,75.6,Sí,Pública,2,4,31,Baja,No,7.39,Sin riesgo
1548,Carla Gómez,Femenino,19,8.36,61.2,100.0,No,Pública,1,5,106,Baja,No,8.06,Sin riesgo
1549,Florencia Sánchez,Femenino,29,6.2,86.3,92.6,No,Pública,3,5,39,Alta,Sí,8.94,Sin riesgo
1550,Gabriela Aguilar,Femenino,30,4.88,85.4,80.6,No,Privada,5,0,64,Alta,Sí,8.3,Sin riesgo
1551,Natalia Rodríguez,Femenino,26,5.24,57.7,79.5,Sí,Pública,2,4,36,Baja,No,6.86,Alto riesgo
1552,Nicolás Aguilar,Masculino,22,5.88,95.7,52.8,No,Pública,6,5,94,Alta,No,7.42,Sin riesgo
1553,Martina Medina,Femenino,24,7.82,53.2,47.0,No,Pública,3,4,8,Baja,No,5.01,Sin riesgo
1554,Gabriela Aguilar,Femenino,27,6.39,52.8,64.9,Sí,Privada,4,4,95,Baja,No,5.88,Riesgo moderado
1555,Miguel López,Masculino,30,4.04,59.4,51.2,Sí,Pública,5,0,104,Baja,No,5.53,Alto riesgo
1556,Florencia Medina,Femenino,18,7.14,95.5,46.1,No,Privada,4,3,105,Alta,No,7.08,Sin riesgo
1557,Carla Torres,Femenino,27,0.0,76.0,58.1,No,Privada,1,5,31,Alta,No,6.7,Riesgo moderado
1558,Romina Ortega,Femenino,22,8.87,89.4,91.6,No,Privada,4,6,51,Alta,Sí,9.05,Sin riesgo
1559,Daniela González,Femenino,29,8.95,61.4,41.0,No,Privada,3,1,116,Baja,No,5.12,Sin riesgo
1560,Damián Martínez,Masculino,27,8.77,45.9,57.6,No,Pública,5,3,10,Baja,No,5.18,Sin riesgo
1561,Sofía Rivera,Femenino,19,5.94,67.9,65.4,Sí,Privada,4,5,86,Baja,No,6.67,Alto riesgo
1562,Valentín García,Masculino,29,8.59,91.4,70.6,No,Privada,4,5,30,Alta,Sí,8.1,Sin riesgo
1563,Gabriela Torres,Femenino,23,4.86,51.1,50.9,No,Privada,6,4,112,Baja,No,5.1,Alto riesgo
1564,Julia Díaz,Femenino,28,7.95,62.2,97.9,No,Privada,6,0,28,Baja,No,8.01,Sin riesgo
1565,Rafael Ortega,Masculino,25,7.85,57.6,74.7,Sí,Pública,1,4,120,Baja,No,6.62,Sin riesgo
1566,Juan Cabrera,Masculino,20,4.15,93.0,71.3,Sí,Privada,1,5,75,Alta,Sí,8.22,Sin riesgo
1567,Sebastián Castro,Masculino,22,8.73,73.4,40.5,Sí,Privada,4,4,48,Baja,No,5.7,Sin riesgo
1568,Emilia Aguilar,Femenino,21,9.42,70.2,69.1,No,Pública,3,5,18,Baja,No,6.97,Sin riesgo
1569,María Flores,Femenino,20,5.6,72.5,90.3,No,Privada,2,3,17,Baja,No,8.14,Riesgo moderado
1570,Bruno Aguilar,Masculino,27,0.0,98.6,53.2,Sí,Privada,1,6,30,Alta,No,7.59,Sin riesgo
1571,Javier Rodríguez,Masculino,30,4.49,92.5,61.1,Sí,Pública,6,5,47,Alta,No,7.68,Sin riesgo
1572,Carolina Cabrera,Femenino,22,7.6,85.3,41.2,No,Pública,1,3,47,Alta,No,6.32,Sin riesgo
1573,Valeria Jiménez,No informado,28,6.91,64.5,98.6,No,Pública,1,6,70,Baja,No,8.15,Riesgo moderado
1574,Sebastián Vega,Masculino,25,7.28,58.3,44.0,No,Pública,3,5,114,Baja,No,5.12,Sin riesgo
1575,Romina López,Femenino,28,9.56,96.1,93.9,Sí,Pública,6,5,115,Alta,Sí,9.5,Sin riesgo
1576,Lucas Ramírez,Masculino,21,9.23,71.2,58.8,Sí,Privada,6,3,91,Baja,No,6.5,Sin riesgo
1577,Laura Jiménez,Femenino,18,8.71,63.9,75.3,No,Pública,4,3,32,Baja,No,6.96,Sin riesgo
1578,Jimena Torres,Femenino,28,5.64,73.5,80.8,No,Pública,4,2,5,Baja,No,7.72,Riesgo moderado
1579,Luciana Ramos,Femenino,24,9.47,95.9,100.0,Sí,Pública,3,2,100,Alta,Sí,9.8,Sin riesgo
1580,Miguel Martínez,Masculino,25,4.59,69.4,66.6,No,Pública,3,3,16,Baja,No,6.8,Alto riesgo
1581,Miguel Vega,Masculino,20,9.12,78.1,100.0,No,Pública,2,3,114,Alta,Sí,8.9,Sin riesgo
1582,Nicolás Rodríguez,No informado,23,5.97,90.1,43.4,No,Pública,5,1,54,Alta,No,6.68,Sin riesgo
1583,María Flores,Femenino,19,4.32,71.4,90.0,Sí,Pública,5,6,57,Baja,No,8.07,Riesgo moderado
1584,Ana Ramos,Femenino,24,8.02,61.7,42.7,No,Pública,1,3,64,Baja,No,5.22,Sin riesgo
1585,Eduardo Sánchez,Masculino,25,5.39,99.7,79.2,No,Pública,4,3,59,Alta,Sí,8.94,Sin riesgo
1586,Laura Vargas,Femenino,23,5.46,97.8,58.8,No,Pública,1,3,39,Alta,No,7.83,Sin riesgo
1587,Carolina Rivera,Femenino,23,5.84,92.2,51.5,No,Privada,1,0,65,Alta,No,7.18,Sin riesgo
1588,Víctor López,Masculino,22,4.38,84.4,80.0,No,Privada,6,5,30,Alta,Sí,8.22,Sin riesgo
1589,Isabel Medina,Femenino,25,5.06,64.7,74.5,No,Privada,4,2,35,Baja,No,6.96,Alto riesgo
1590,Juan Medina,Masculino,18,4.03,95.7,58.9,No,Privada,4,4,61,Alta,No,7.73,Sin riesgo
1591,Alejandro Muñoz,Masculino,31,6.67,63.8,70.8,No,Privada,2,4,16,Baja,No,6.73,Riesgo moderado
1592,Daniela Molina,Femenino,21,4.51,90.0,54.8,No,Pública,1,4,97,Alta,No,7.24,Sin riesgo
1593,Rafael Molina,Masculino,21,8.1,95.9,91.8,Sí,Pública,3,3,9,Alta,Sí,9.38,Sin riesgo
1594,Miguel Jiménez,Masculino,20,5.41,80.2,58.8,No,Privada,3,1,103,Alta,No,6.95,Sin riesgo
1595,Eduardo Herrera,Masculino,20,9.66,90.2,54.7,No,Pública,5,2,11,Alta,No,7.24,Sin riesgo
1596,Romina Morales,Femenino,21,0.0,89.6,85.1,Sí,Privada,3,3,20,Alta,Sí,8.74,Sin riesgo
1597,Laura Álvarez,Femenino,28,5.74,59.7,41.1,Sí,Pública,1,5,100,Baja,No,5.04,Alto riesgo
1598,Agustina Martínez,Femenino,18,8.7,83.4,56.1,Sí,Privada,6,3,56,Alta,No,6.98,Sin riesgo
1599,Valentín Gómez,Masculino,28,8.82,54.7,62.5,No,Pública,1,1,85,Baja,No,5.86,Sin riesgo
1600,Damián Rivera,Masculino,30,9.92,75.4,92.9,No,Pública,5,1,25,Alta,Sí,8.42,Sin riesgo
1601,Alejandro Aguilar,Masculino,28,7.59,58.1,97.0,No,Privada,4,4,31,Baja,No,7.76,Sin riesgo
1602,Santiago Cabrera,Masculino,19,4.49,70.8,83.0,No,Pública,2,3,108,Baja,No,7.69,Riesgo moderado
1603,Hernán Ortega,Masculino,26,7.88,91.6,18.7,No,Pública,2,1,115,Alta,No,5.52,Sin riesgo
1604,Gabriela González,Femenino,27,7.75,99.4,78.4,No,Privada,4,4,120,Alta,Sí,8.89,Sin riesgo
1605,Marcos Romero,Masculino,19,7.83,49.1,64.8,No,Pública,6,1,83,Baja,No,5.7,Sin riesgo
1606,Clara López,Femenino,22,5.84,76.6,57.9,No,Pública,1,3,27,Alta,No,6.72,Riesgo moderado
1607,Javier Flores,Masculino,26,9.16,75.6,97.0,No,Privada,2,2,76,Alta,Sí,8.63,Sin riesgo
1608,Valeria Romero,Femenino,26,9.76,97.7,46.9,No,Privada,4,6,29,Alta,No,7.23,Sin riesgo
1609,Laura Vega,Femenino,25,5.31,73.9,60.8,No,Pública,2,1,15,Baja,No,6.74,Riesgo moderado
1610,Juan Vega,Masculino,18,0.0,85.0,93.9,No,Pública,5,3,67,Alta,Sí,8.94,Sin riesgo
1611,Jimena Molina,Femenino,18,5.17,96.1,83.4,No,Privada,6,6,61,Alta,Sí,8.98,Sin riesgo
1612,Felipe Suárez,Masculino,26,8.92,68.7,41.7,Sí,Pública,2,2,89,Baja,No,5.52,Sin riesgo
1613,Agustina Ramírez,Femenino,30,8.06,95.1,41.4,Sí,Privada,6,4,58,Alta,No,6.82,Sin riesgo
1614,Valentín González,Masculino,28,0.0,95.9,71.0,No,Pública,6,2,14,Alta,Sí,8.35,Sin riesgo
1615,Valentín García,Masculino,25,6.41,96.5,69.1,No,Pública,5,1,54,Alta,No,8.28,Sin riesgo
1616,Diego Gómez,Masculino,27,7.47,63.5,66.6,No,Pública,6,4,77,Baja,No,6.5,Sin riesgo
1617,Marcos Vega,Masculino,26,5.85,70.0,100.0,No,Pública,5,5,116,Baja,No,8.5,Riesgo moderado
1618,Verónica Castro,No informado,24,6.86,93.5,99.2,No,Pública,2,3,5,Alta,Sí,9.64,Sin riesgo
1619,Rodrigo Martínez,Masculino,20,8.76,68.0,16.5,No,Privada,2,4,90,Baja,No,4.22,Sin riesgo
1620,Santiago Navarro,Masculino,20,9.89,80.0,69.4,No,Pública,6,4,74,Alta,No,7.47,Sin riesgo
1621,Andrés Ortega,Masculino,19,9.59,55.9,64.3,No,Privada,5,2,34,Baja,No,6.01,Sin riesgo
1622,Martín Muñoz,Masculino,22,9.6,52.8,50.2,No,Pública,2,4,59,Baja,No,5.15,Sin riesgo
1623,Camila Castro,Femenino,29,6.41,70.6,52.2,Sí,Pública,6,2,102,Baja,No,6.14,Riesgo moderado
1624,Luisa Ortega,Femenino,29,6.81,78.9,95.1,No,Pública,1,2,81,Alta,Sí,8.7,Riesgo moderado
1625,Gabriel Ortega,Masculino,20,8.23,69.6,91.5,Sí,Pública,3,3,90,Baja,No,8.06,Sin riesgo
1626,Javier Morales,Masculino,23,9.53,32.7,51.9,Sí,Pública,3,5,10,Baja,No,4.23,Sin riesgo
1627,Sebastián Romero,Masculino,19,4.85,75.8,92.5,Sí,Pública,1,2,109,Alta,Sí,8.42,Riesgo moderado
1628,Paula Herrera,Femenino,29,5.83,84.3,52.6,No,Privada,1,4,114,Alta,No,6.85,Sin riesgo
1629,Martín Navarro,Masculino,20,4.84,82.5,77.6,Sí,Privada,3,1,28,Alta,Sí,8.0,Sin riesgo
1630,Nicolás Cabrera,Masculino,22,7.67,71.2,44.9,Sí,Pública,1,2,89,Baja,No,5.8,Sin riesgo
1631,Javier Rodríguez,Masculino,29,5.84,71.2,92.8,Sí,Pública,6,4,107,Baja,No,8.2,Riesgo moderado
1632,Miguel Sánchez,Masculino,28,5.96,57.0,43.1,Sí,Pública,3,5,91,Baja,No,5.0,Alto riesgo
1633,Víctor Torres,Masculino,28,4.43,75.7,100.0,Sí,Pública,3,3,9,Alta,Sí,8.78,Riesgo moderado
1634,Lucas Ortega,Masculino,18,6.1,79.4,86.8,Sí,Pública,1,2,11,Alta,Sí,8.31,Riesgo moderado
1635,Gabriela Pérez,Femenino,30,9.17,73.8,47.0,Sí,Pública,5,5,7,Baja,No,6.04,Sin riesgo
1636,Pablo Álvarez,Masculino,18,5.4,66.3,64.3,Sí,Pública,3,1,17,Baja,No,6.53,Alto riesgo
1637,Tomás Suárez,Masculino,27,8.17,86.1,42.5,Sí,Privada,1,4,58,Alta,No,6.43,Sin riesgo
1638,Isabel Ramírez,Femenino,26,7.78,53.7,81.0,No,Pública,3,4,67,Baja,No,6.74,Sin riesgo
1639,Alejandro Aguilar,Masculino,24,9.18,95.7,58.4,No,Pública,3,4,80,Alta,No,7.7,Sin riesgo
1640,Emilio Rodríguez,Masculino,18,4.79,51.0,73.6,No,Privada,1,6,10,Baja,No,6.23,Alto riesgo
1641,Carolina López,Femenino,29,9.87,98.1,96.0,No,Pública,1,4,102,Alta,Sí,9.7,Sin riesgo
1642,Valentín Cabrera,Masculino,25,0.0,73.1,58.4,Sí,Pública,6,2,83,Baja,No,6.58,Riesgo moderado
1643,Damián Torres,Masculino,20,9.97,70.6,42.9,Sí,Pública,4,2,51,Baja,No,5.68,Sin riesgo
1644,Matías Flores,Masculino,25,9.47,62.8,80.5,No,Pública,2,2,86,Baja,No,7.17,Sin riesgo
1645,Luciana Martínez,Femenino,22,5.33,50.5,87.2,No,Pública,1,0,59,Baja,No,6.88,Alto riesgo
1646,Bruno Pérez,Masculino,18,4.34,63.7,97.5,No,Pública,2,5,53,Baja,No,8.06,Alto riesgo
1647,César Flores,Masculino,24,5.53,55.5,49.5,No,Privada,4,0,61,Baja,No,5.25,Alto riesgo
1648,Aldana Aguilar,Femenino,22,7.17,83.0,63.5,Sí,Pública,3,4,7,Alta,No,7.32,Sin riesgo
1649,Laura Cabrera,Femenino,23,5.03,66.0,90.6,No,Pública,6,4,26,Baja,No,7.83,Alto riesgo
1650,Diego Ramos,Masculino,23,5.0,88.4,88.4,No,Pública,3,5,39,Alta,Sí,8.84,Sin riesgo
1651,Alejandro Ramos,Masculino,25,6.78,60.3,77.5,No,Pública,6,3,32,Baja,No,6.89,Riesgo moderado
1652,Sebastián Medina,Masculino,26,4.2,95.0,56.2,No,Pública,2,4,109,Alta,No,7.56,Sin riesgo
1653,Juan Gómez,Masculino,19,4.73,76.1,57.0,Sí,Pública,4,2,46,Alta,No,6.65,Riesgo moderado
1654,Paula Torres,Femenino,26,6.5,55.7,47.4,No,Pública,4,4,16,Baja,No,5.15,Riesgo moderado
1655,Lucas Navarro,Masculino,29,4.38,70.0,95.3,Sí,Privada,1,2,5,Baja,No,8.26,Riesgo moderado
1656,Clara Rodríguez,Femenino,28,6.38,60.3,50.4,Sí,Pública,2,5,104,Baja,No,5.53,Riesgo moderado
1657,Julia Muñoz,Femenino,27,6.84,60.0,100.0,No,Pública,6,1,98,Baja,No,8.0,Riesgo moderado
1658,Brenda Díaz,Femenino,26,6.71,75.3,75.1,Sí,Pública,1,2,27,Alta,Sí,7.52,Riesgo moderado
1659,Aldana Morales,Femenino,30,9.22,83.6,62.2,No,Pública,2,3,105,Alta,No,7.29,Sin riesgo
1660,Diego González,Masculino,27,7.18,95.6,61.2,No,Pública,1,5,32,Alta,No,7.84,Sin riesgo
1661,César Pérez,Masculino,27,6.81,75.1,44.8,No,Pública,1,4,117,Alta,No,5.99,Riesgo moderado
1662,Martín Suárez,Masculino,24,6.46,98.3,63.3,Sí,Pública,4,1,73,Alta,No,8.08,Sin riesgo
1663,Aldana Vargas,Femenino,18,8.91,97.1,55.3,No,Pública,4,1,40,Alta,No,7.62,Sin riesgo
1664,Clara Herrera,Femenino,24,9.37,93.3,63.9,No,Pública,3,2,58,Alta,No,7.86,Sin riesgo
